duration,protocol_type,service,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_guest_login,serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,level,outcome
0,tcp,private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.09,0.06,0.0,255,0.07,0.06,0.0,1.0,1.0,0.0,0.0,20,neptune
0,tcp,private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.02,0.06,0.0,255,0.06,0.07,0.0,1.0,1.0,0.0,0.0,21,neptune
0,udp,other,516,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17,normal
0,tcp,http,211,6779,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,20,1.0,0.0,0.02,0.0,0.0,0.0,0.0,21,normal
0,tcp,http,277,629,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,3,1.0,0.0,0.01,0.0,0.0,0.0,0.0,21,normal
0,tcp,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.9,1.0,0.0,1.0,0.0,255,0.0,1.0,0.0,0.1,0.0,0.88,1.0,17,satan
3,tcp,private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.94,1.0,0.0,1.0,0.0,255,0.0,0.93,0.0,0.04,0.0,0.87,1.0,20,satan
0,udp,domain_u,44,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,255,0.92,0.01,0.0,0.0,0.0,0.0,0.0,18,normal
0,tcp,http,169,3973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,110,1.0,0.0,0.02,0.0,0.0,0.0,0.0,21,normal
0,udp,other,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.0,0.0,0.14,0.57,0.0,255,0.0,0.62,0.0,0.0,0.0,0.0,0.0,19,normal
0,tcp,name,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.15,0.06,0.0,255,0.08,0.08,0.0,1.0,1.0,0.0,0.0,19,neptune
0,tcp,mtp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.04,0.06,0.0,255,0.01,0.07,0.0,1.0,1.0,0.0,0.0,19,neptune
0,udp,domain_u,71,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,255,0.89,0.01,0.0,0.0,0.0,0.0,0.0,21,normal
2,tcp,smtp,740,321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,16,0.38,0.19,0.02,0.0,0.0,0.0,0.0,21,normal
0,tcp,ftp_data,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,10,0.9,0.2,0.11,0.2,0.02,0.0,0.0,3,warezclient
0,tcp,private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.0,0.0,0.09,0.06,0.0,255,0.02,0.07,0.0,1.0,1.0,0.0,0.0,20,neptune
0,tcp,nntp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.14,0.06,0.0,255,0.05,0.07,0.0,1.0,1.0,0.0,0.0,20,neptune
0,tcp,domain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.01,0.06,0.0,255,0.05,0.07,0.0,1.0,1.0,0.0,0.0,19,neptune
0,icmp,eco_i,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0,0.0,0.25,0.0,0.0,0.0,0.0,15,ipsweep
0,tcp,http,209,2198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.67,19,1.0,0.0,0.04,0.0,0.0,0.0,0.0,21,normal
0,tcp,http,206,9095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,136,1.0,0.0,0.03,0.0,0.0,0.01,0.0,21,normal
0,tcp,private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.15,0.06,0.0,255,0.06,0.06,0.0,1.0,1.0,0.0,0.0,21,neptune
0,tcp,http,163,307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.33,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,normal
0,tcp,http,333,266,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,35,1.0,0.0,0.06,0.0,0.0,0.0,0.0,21,normal
0,tcp,private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.93,1.0,0.0,1.0,0.0,255,0.0,1.0,0.0,0.08,0.0,0.92,1.0,19,satan
0,tcp,private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.25,0.06,0.0,255,0.02,0.06,0.0,1.0,1.0,0.0,0.0,18,neptune
0,tcp,private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.5,1.0,0.0,255,0.0,0.57,0.0,0.01,0.0,0.53,1.0,18,portsweep
0,tcp,http,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,1,1.0,0.0,0.15,0.0,0.0,1.0,0.58,21,normal
0,tcp,smtp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.3,150,0.45,0.01,0.02,0.99,0.51,0.0,0.0,18,neptune
0,tcp,private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.07,0.07,0.0,255,0.04,0.07,0.0,1.0,1.0,0.0,0.0,21,neptune
0,tcp,daytime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,255,0.02,0.09,0.0,1.0,1.0,0.0,0.0,18,neptune
0,udp,domain_u,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,238,0.09,0.03,0.0,0.01,0.0,0.0,0.0,21,normal
0,udp,domain_u,45,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,255,1.0,0.01,0.0,0.0,0.0,0.0,0.0,18,normal
0,tcp,http,341,9839,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,50,1.0,0.0,0.05,0.0,0.0,0.0,0.0,21,normal
0,tcp,efs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.19,0.06,0.0,255,0.07,0.06,0.0,0.0,0.0,1.0,1.0,18,neptune
0,tcp,http,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.01,0.06,0.0,255,0.0,0.08,0.0,1.0,1.0,0.0,0.0,18,neptune
0,tcp,private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.06,0.09,0.0,255,0.07,0.07,0.0,1.0,1.0,0.0,0.0,19,neptune
0,udp,domain_u,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.01,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,normal
0,tcp,private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.24,0.06,0.0,255,0.1,0.07,0.0,1.0,1.0,0.0,0.0,21,neptune
38481,tcp,private,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,255,0.01,0.51,0.0,0.0,0.0,1.0,1.0,15,portsweep
0,udp,domain_u,45,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.99,0.03,0.01,255,0.96,0.01,0.0,0.0,0.0,0.0,0.0,18,normal
0,tcp,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.91,1.0,0.0,1.0,0.0,255,0.0,1.0,0.0,0.05,0.0,0.95,1.0,20,satan
0,tcp,private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.05,0.06,0.0,255,0.02,0.04,0.0,1.0,1.0,0.0,0.0,21,neptune
0,tcp,ctf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.05,0.06,0.0,255,0.05,0.07,0.0,1.0,1.0,0.0,0.0,20,neptune
0,tcp,private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.07,0.06,0.0,255,0.06,0.07,0.0,1.0,1.0,0.0,0.0,21,neptune
0,tcp,http,227,392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.11,99,1.0,0.0,0.03,0.0,0.0,0.0,0.0,21,normal
0,tcp,uucp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.06,0.06,0.0,255,0.03,0.05,0.0,1.0,1.0,0.0,0.0,19,neptune
0,tcp,klogin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.14,0.07,0.0,255,0.06,0.06,0.0,0.0,0.0,1.0,1.0,20,neptune
0,tcp,http,200,753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.09,54,1.0,0.0,0.02,0.0,0.01,0.0,0.0,21,normal
0,icmp,eco_i,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,3,1.0,0.0,0.25,0.0,0.0,0.0,0.0,16,nmap
0,tcp,bgp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.08,0.06,0.0,255,0.0,0.08,0.0,1.0,1.0,0.0,0.0,18,neptune
0,tcp,ftp_data,334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,8,1.0,0.0,0.14,0.0,0.0,0.0,0.0,10,warezclient
0,tcp,private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.37,0.08,0.0,255,0.05,0.06,0.0,1.0,1.0,0.0,0.0,21,neptune
0,tcp,ftp_data,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,57,0.16,0.05,0.07,0.0,0.0,0.0,0.0,21,normal
0,udp,domain_u,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19,normal
85,tcp,telnet,142,21454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,77,0.03,0.09,0.67,0.01,0.0,0.0,0.0,21,normal
0,tcp,uucp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.14,0.05,0.0,255,0.08,0.05,0.0,1.0,1.0,0.0,0.0,18,neptune
0,tcp,link,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.04,0.06,0.0,255,0.04,0.06,0.0,1.0,1.0,0.0,0.0,20,neptune
0,udp,domain_u,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,255,0.69,0.01,0.0,0.0,0.0,0.0,0.0,19,normal
0,tcp,private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.06,0.07,0.0,255,0.05,0.06,0.0,1.0,1.0,0.0,0.0,21,neptune
0,tcp,nnsp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.07,0.05,0.0,255,0.07,0.05,0.0,1.0,1.0,0.0,0.0,21,neptune
0,udp,domain_u,44,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.99,0.01,0.01,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,normal
0,icmp,ecr_i,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,255,0.96,0.01,0.0,0.0,0.0,0.0,0.0,17,smurf
0,tcp,http,323,2052,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,normal
0,icmp,eco_i,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.51,0.0,0.0,0.0,0.0,16,ipsweep
0,tcp,http,245,20255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.5,1,1.0,0.0,0.02,0.0,0.0,0.0,0.0,21,normal
0,udp,domain_u,43,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,41,0.71,0.05,0.01,0.0,0.0,0.27,0.0,21,normal
0,udp,private,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.5,0.12,0.0,255,0.05,0.82,0.0,0.16,0.0,0.65,0.0,15,satan
0,tcp,courier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.01,0.06,0.0,255,0.07,0.06,0.0,1.0,1.0,0.0,0.0,18,neptune
0,tcp,http,289,3158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,154,1.0,0.0,0.01,0.0,0.0,0.0,0.0,21,normal
0,tcp,finger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.67,0.67,0.0,243,0.26,0.02,0.03,1.0,0.98,0.0,0.0,18,neptune
0,udp,domain_u,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.99,0.02,0.02,255,0.99,0.01,0.0,0.0,0.0,0.0,0.0,20,normal
0,tcp,sunrpc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.25,0.1,0.0,255,0.06,0.08,0.0,1.0,1.0,0.0,0.0,19,neptune
0,tcp,http,202,279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.33,44,1.0,0.0,0.03,0.0,0.0,0.0,0.0,21,normal
0,icmp,ecr_i,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,smurf
0,udp,domain_u,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.01,255,1.0,0.01,0.0,0.0,0.0,0.0,0.0,18,normal
0,udp,other,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,255,0.01,0.73,0.0,0.0,0.0,0.0,0.0,21,normal
6650,udp,other,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,255,0.0,0.85,0.0,0.0,0.0,0.0,0.0,21,normal
0,tcp,ftp_data,15722,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,255,0.03,0.51,0.0,0.0,0.0,0.0,0.0,21,normal
0,tcp,http,255,1249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.33,42,1.0,0.0,0.02,0.0,0.0,0.0,0.0,21,normal
0,tcp,http,228,1789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0.0,0.12,1.0,0.0,0.38,4,1.0,0.0,0.04,0.25,0.01,0.0,0.0,20,normal
0,tcp,smtp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.5,0.0,0.07,1.0,255,0.0,0.07,0.0,0.0,0.0,1.0,1.0,20,neptune
0,tcp,private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.22,0.22,0.0,255,0.02,0.07,0.0,1.0,1.0,0.0,0.0,21,neptune
0,tcp,http,248,2750,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,1.0,0.0,0.0,104,1.0,0.0,0.02,0.01,0.0,0.0,0.0,18,normal
0,tcp,http,315,664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,176,1.0,0.0,0.02,0.0,0.0,0.0,0.0,21,normal
0,tcp,http,219,3692,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,51,1.0,0.0,0.04,0.0,0.0,0.0,0.0,21,normal
0,tcp,http,224,13572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,20,1.0,0.0,0.03,0.0,0.01,0.0,0.0,21,normal
0,tcp,netbios_ns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.08,0.06,0.0,255,0.07,0.07,0.0,1.0,1.0,0.0,0.0,20,neptune
0,tcp,http,201,767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,normal
0,tcp,http,337,282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,255,0.93,0.01,0.0,0.0,0.0,0.0,0.0,21,normal
0,tcp,http,326,18864,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,normal
0,tcp,bgp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.04,0.05,0.0,255,0.05,0.07,0.0,1.0,1.0,0.0,0.0,20,neptune
0,tcp,http,244,2107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,normal
0,tcp,kshell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.01,0.07,0.0,255,0.0,0.06,0.0,0.0,0.0,1.0,1.0,20,neptune
0,tcp,http,283,6017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,10,1.0,0.0,0.12,0.0,0.0,0.0,0.0,21,normal
0,tcp,http,198,27305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.21,9,1.0,0.0,0.06,0.0,0.0,0.56,0.48,21,normal
0,tcp,http,374,255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.18,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,normal
0,tcp,finger,8,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,96,0.02,0.05,0.5,0.0,0.0,0.0,0.0,21,normal
0,tcp,netbios_ns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.09,0.06,0.0,255,0.02,0.08,0.0,0.0,0.0,1.0,1.0,19,neptune
0,tcp,http,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,1.0,47,1.0,0.0,0.16,0.0,0.01,0.34,0.86,20,normal
0,tcp,http,334,916,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,172,1.0,0.0,0.02,0.0,0.0,0.0,0.01,21,normal
0,tcp,systat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.06,0.06,0.0,255,0.07,0.07,0.0,1.0,1.0,0.0,0.0,20,neptune
67,tcp,telnet,710,1632218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,99,0.17,0.04,0.0,0.0,0.0,0.0,0.0,21,normal
0,tcp,private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.89,1.0,0.0,1.0,0.0,255,0.0,1.0,0.0,0.08,0.0,0.89,1.0,20,satan
0,tcp,finger,9,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,189,0.05,0.03,0.14,0.02,0.14,0.0,0.0,18,normal
0,tcp,http,244,15334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,166,1.0,0.0,0.02,0.0,0.0,0.0,0.0,21,normal
0,tcp,http,235,774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,normal
0,tcp,private,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.09,0.05,0.0,255,0.08,0.05,0.0,1.0,1.0,0.0,0.0,21,neptune
0,icmp,eco_i,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,2,1.0,0.0,0.5,0.0,0.0,0.0,0.0,17,ipsweep
